"filename", "language", "Markdown", "PHP", "Batch", "Ruby", "JavaScript", "CSS", "Docker", "YAML", "Shell Script", "Properties", "JSON", "MS SQL", "comment", "blank", "total"
"d:\wamp64\www\darkened-hub-dev\environments\dev\frontend\web\index-test.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 29
"d:\wamp64\www\darkened-hub-dev\environments\dev\frontend\web\index.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\wamp64\www\darkened-hub-dev\environments\dev\yii_test.bat", "Batch", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 16
"d:\wamp64\www\darkened-hub-dev\environments\index.php", "PHP", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 1, 69
"d:\wamp64\www\darkened-hub-dev\environments\prod\backend\config\main-local.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"d:\wamp64\www\darkened-hub-dev\environments\prod\backend\config\params-local.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\wamp64\www\darkened-hub-dev\environments\prod\backend\web\index.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\wamp64\www\darkened-hub-dev\environments\prod\common\config\main-local.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\wamp64\www\darkened-hub-dev\environments\prod\common\config\params-local.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\wamp64\www\darkened-hub-dev\environments\prod\console\config\main-local.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\wamp64\www\darkened-hub-dev\environments\prod\console\config\params-local.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\wamp64\www\darkened-hub-dev\environments\prod\frontend\config\main-local.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"d:\wamp64\www\darkened-hub-dev\environments\prod\frontend\config\params-local.php", "PHP", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\wamp64\www\darkened-hub-dev\environments\prod\frontend\web\index.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\wamp64\www\darkened-hub-dev\frontend\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 5
"d:\wamp64\www\darkened-hub-dev\frontend\assets\AppAsset.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 25
"d:\wamp64\www\darkened-hub-dev\frontend\codeception.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"d:\wamp64\www\darkened-hub-dev\frontend\config\bootstrap.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"d:\wamp64\www\darkened-hub-dev\frontend\config\main.php", "PHP", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 69
"d:\wamp64\www\darkened-hub-dev\frontend\config\params.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\wamp64\www\darkened-hub-dev\frontend\config\test.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\wamp64\www\darkened-hub-dev\frontend\controllers\AnnouncementController.php", "PHP", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 15, 141
"d:\wamp64\www\darkened-hub-dev\frontend\controllers\ConcertController.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 70
"d:\wamp64\www\darkened-hub-dev\frontend\controllers\ProposalController.php", "PHP", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 16, 145
"d:\wamp64\www\darkened-hub-dev\frontend\controllers\PublicproposalController.php", "PHP", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 16, 148
"d:\wamp64\www\darkened-hub-dev\frontend\controllers\SiteController.php", "PHP", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 15, 109
"d:\wamp64\www\darkened-hub-dev\frontend\controllers\SongController.php", "PHP", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 29, 279
"d:\wamp64\www\darkened-hub-dev\frontend\controllers\UserController.php", "PHP", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 41, 300
"d:\wamp64\www\darkened-hub-dev\frontend\models\ChangePasswordForm.php", "PHP", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 90
"d:\wamp64\www\darkened-hub-dev\frontend\models\ContactForm.php", "PHP", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 66
"d:\wamp64\www\darkened-hub-dev\frontend\models\LoginForm.php", "PHP", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 13, 93
"d:\wamp64\www\darkened-hub-dev\frontend\models\PasswordResetRequestForm.php", "PHP", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 80
"d:\wamp64\www\darkened-hub-dev\frontend\models\ResendVerificationEmailForm.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 62
"d:\wamp64\www\darkened-hub-dev\frontend\models\ResetPasswordForm.php", "PHP", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 78
"d:\wamp64\www\darkened-hub-dev\frontend\models\SignupForm.php", "PHP", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 11, 109
"d:\wamp64\www\darkened-hub-dev\frontend\models\UploadAvatarForm.php", "PHP", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 69
"d:\wamp64\www\darkened-hub-dev\frontend\models\VerifyEmailForm.php", "PHP", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 9, 64
"d:\wamp64\www\darkened-hub-dev\frontend\tests\_bootstrap.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\wamp64\www\darkened-hub-dev\frontend\tests\_data\login_data.php", "PHP", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 26
"d:\wamp64\www\darkened-hub-dev\frontend\tests\_data\user.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 46
"d:\wamp64\www\darkened-hub-dev\frontend\tests\_support\FunctionalTester.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 35
"d:\wamp64\www\darkened-hub-dev\frontend\tests\_support\UnitTester.php", "PHP", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 27
"d:\wamp64\www\darkened-hub-dev\frontend\tests\acceptance\HomeCest.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"d:\wamp64\www\darkened-hub-dev\frontend\tests\acceptance\_bootstrap.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 16
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional.suite.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\AboutCest.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\ContactCest.php", "PHP", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 61
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\HomeCest.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\LoginCest.php", "PHP", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 67
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\ResendVerificationEmailCest.php", "PHP", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 84
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\SignupCest.php", "PHP", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 60
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\VerifyEmailCest.php", "PHP", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 69
"d:\wamp64\www\darkened-hub-dev\frontend\tests\functional\_bootstrap.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 16
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit.suite.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit\_bootstrap.php", "PHP", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 17
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit\models\ContactFormTest.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 36
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit\models\PasswordResetRequestFormTest.php", "PHP", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 60
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit\models\ResendVerificationEmailFormTest.php", "PHP", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 86
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit\models\ResetPasswordFormTest.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 45
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit\models\SignupFormTest.php", "PHP", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 73
"d:\wamp64\www\darkened-hub-dev\frontend\tests\unit\models\VerifyEmailFormTest.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 56
"d:\wamp64\www\darkened-hub-dev\frontend\translations\config.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 6, 78
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\app.php", "PHP", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 204
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\fileinput.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 25
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\kvbase.php", "PHP", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 22
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\kvcolor.php", "PHP", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 27
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\kvdate.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 23
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\kvdialog.php", "PHP", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\kvdtime.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 23
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\kvgrid.php", "PHP", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 96
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\kvselect.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 23
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\yii.php", "PHP", 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 142
"d:\wamp64\www\darkened-hub-dev\frontend\translations\ro\yii\bootstrap5.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 26
"d:\wamp64\www\darkened-hub-dev\frontend\views\announcement\_announcement_edit.php", "PHP", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 91
"d:\wamp64\www\darkened-hub-dev\frontend\views\announcement\createannouncement.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\announcement\deleteannouncement.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\announcement\index.php", "PHP", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32, 182
"d:\wamp64\www\darkened-hub-dev\frontend\views\announcement\updateannouncement.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\concert\updateconcertinfo.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\layouts\main.php", "PHP", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 133
"d:\wamp64\www\darkened-hub-dev\frontend\views\proposal\_proposals_popups.php", "PHP", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 178
"d:\wamp64\www\darkened-hub-dev\frontend\views\proposal\_proposals_table.php", "PHP", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 159
"d:\wamp64\www\darkened-hub-dev\frontend\views\proposal\createproposal.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\proposal\deleteproposal.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\proposal\proposals.php", "PHP", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 53
"d:\wamp64\www\darkened-hub-dev\frontend\views\proposal\updateproposal.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\publicproposal\_proposals_popups.php", "PHP", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14, 178
"d:\wamp64\www\darkened-hub-dev\frontend\views\publicproposal\_public_proposals_table.php", "PHP", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 154
"d:\wamp64\www\darkened-hub-dev\frontend\views\publicproposal\createproposal.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\publicproposal\deleteproposal.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\publicproposal\proposals.php", "PHP", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 40
"d:\wamp64\www\darkened-hub-dev\frontend\views\publicproposal\updateproposal.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\site\_announcement.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 20
"d:\wamp64\www\darkened-hub-dev\frontend\views\site\_proposal_item.php", "PHP", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 15
"d:\wamp64\www\darkened-hub-dev\frontend\views\site\about.php", "PHP", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 116
"d:\wamp64\www\darkened-hub-dev\frontend\views\site\concerts.php", "PHP", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 135
"d:\wamp64\www\darkened-hub-dev\frontend\views\site\contact.php", "PHP", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 57
"d:\wamp64\www\darkened-hub-dev\frontend\views\site\error.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 30
"d:\wamp64\www\darkened-hub-dev\frontend\views\site\index.php", "PHP", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 217
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\_delete_songs_popups.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\_settingsbar.php", "PHP", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 71
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\_songs_table.php", "PHP", 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 262
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\concert.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 40
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\create.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\delete.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\edit.php", "PHP", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 112
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\index.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 38
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\stats.php", "PHP", 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 29, 272
"d:\wamp64\www\darkened-hub-dev\frontend\views\song\update.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\index.php", "PHP", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 20
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\login.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 42
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\requestPasswordResetToken.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 32
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\resendVerificationEmail.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 32
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\resetPassword.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 32
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\searchuser.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\settings.php", "PHP", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 110
"d:\wamp64\www\darkened-hub-dev\frontend\views\user\signup.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 35
"d:\wamp64\www\darkened-hub-dev\frontend\web\css\site.css", "CSS", 0, 0, 0, 0, 0, 1023, 0, 0, 0, 0, 0, 0, 47, 50, 1120
"d:\wamp64\www\darkened-hub-dev\frontend\web\css\stylesheet.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\frontend\web\index-test.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 29
"d:\wamp64\www\darkened-hub-dev\frontend\web\index.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"d:\wamp64\www\darkened-hub-dev\frontend\web\js\clock.js", "JavaScript", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 8, 10, 74
"d:\wamp64\www\darkened-hub-dev\frontend\web\js\popup.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\wamp64\www\darkened-hub-dev\frontend\web\js\site.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\wamp64\www\darkened-hub-dev\init.bat", "Batch", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 16
"d:\wamp64\www\darkened-hub-dev\requirements.php", "PHP", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 9, 156
"d:\wamp64\www\darkened-hub-dev\vagrant\config\vagrant-local.example.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 9, 7, 23
"d:\wamp64\www\darkened-hub-dev\vagrant\nginx\app.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 16, 16, 78
"d:\wamp64\www\darkened-hub-dev\vagrant\provision\always-as-root.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 4, 12
"d:\wamp64\www\darkened-hub-dev\vagrant\provision\common.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 3, 10
"d:\wamp64\www\darkened-hub-dev\vagrant\provision\once-as-root.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 3, 18, 74
"d:\wamp64\www\darkened-hub-dev\vagrant\provision\once-as-vagrant.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 3, 12, 33
"d:\wamp64\www\darkened-hub-dev\yii.bat", "Batch", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 16
"d:\wamp64\www\darkened-hub-dev\yii_test.bat", "Batch", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 16
"Total", "-", 37, 8632, 24, 52, 70, 1097, 4, 111, 82, 46, 7258, 233, 2490, 1906, 22042